KODE KELURAHAN,WILAYAH KOTA,KECAMATAN,KELURAHAN,SASARAN,BELUM VAKSIN,DOSIS 1,DOSIS 2,TOTAL VAKSIN,TANGGAL
3174041003,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,25145,9143,16002,10183,26185,2021-08-23
3175101002,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,27635,10067,17568,9063,26631,2021-08-23
3175041006,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,40181,17182,22999,11512,34511,2021-08-23
3172041001,JAKARTA UTARA,CILINCING,CILINCING,43609,17549,26060,13274,39334,2021-08-23
3175101001,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,26104,9016,17088,9489,26577,2021-08-23
3174091006,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,38303,13165,25138,14963,40101,2021-08-23
3174061005,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,26704,10411,16293,10432,26725,2021-08-23
3174071010,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,34102,12904,21198,12299,33497,2021-08-23
3175021003,JAKARTA TIMUR,PULO GADUNG,CIPINANG,39306,15359,23947,13107,37054,2021-08-23
3175031007,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,35212,15558,19654,9315,28969,2021-08-23
3175031008,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,45319,19281,26038,11467,37505,2021-08-23
3175031005,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,32824,13931,18893,10599,29492,2021-08-23
3175081005,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,42308,16825,25483,14301,39784,2021-08-23
3175031006,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,55243,23281,31962,15694,47656,2021-08-23
3174051003,JAKARTA SELATAN,KEBAYORAN LAMA,CIPULIR,39937,16423,23514,11996,35510,2021-08-23
3175091001,JAKARTA TIMUR,CIRACAS,CIRACAS,64594,23027,41567,21788,63355,2021-08-23
3175041003,JAKARTA TIMUR,KRAMAT JATI,DUKUH,24609,9115,15494,7563,23057,2021-08-23
3175071001,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,61160,25437,35723,19237,54960,2021-08-23
3174081004,JAKARTA SELATAN,PANCORAN,DUREN TIGA,28319,10856,17463,8867,26330,2021-08-23
3173051005,JAKARTA BARAT,KEBON JERUK,DURI KEPA,60138,21659,38479,21938,60417,2021-08-23
3173011002,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,77923,32091,45832,22566,68398,2021-08-23
3171011006,JAKARTA PUSAT,GAMBIR,DURI PULO,19610,7241,12369,6407,18776,2021-08-23
3173041011,JAKARTA BARAT,TAMBORA,DURI SELATAN,14259,4864,9395,5158,14553,2021-08-23
3173041003,JAKARTA BARAT,TAMBORA,DURI UTARA,19844,7050,12794,6454,19248,2021-08-23
3171081003,JAKARTA PUSAT,JOHAR BARU,GALUR,18243,5947,12296,6127,18423,2021-08-23
3171011001,JAKARTA PUSAT,GAMBIR,GAMBIR,2191,768,1423,855,2278,2021-08-23
3174061004,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,22119,8471,13648,7620,21268,2021-08-23
3174071009,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,39922,15395,24527,14143,38670,2021-08-23
3175051001,JAKARTA TIMUR,PASAR REBO,GEDONG,35755,13226,22529,12176,34705,2021-08-23
3171071001,JAKARTA PUSAT,TANAH ABANG,GELORA,3127,1258,1869,1027,2896,2021-08-23
3173031007,JAKARTA BARAT,TAMAN SARI,GLODOK,7837,2514,5323,3452,8775,2021-08-23
3171061004,JAKARTA PUSAT,MENTENG,GONDANGDIA,4100,1563,2537,1862,4399,2021-08-23
3173021001,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,16876,6383,10493,5975,16468,2021-08-23
3174051005,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,44251,17502,26749,14180,40929,2021-08-23
3174051004,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,42494,16580,25914,13624,39538,2021-08-23
3174021007,JAKARTA SELATAN,SETIA BUDI,GUNTUR,3985,1444,2541,1745,4286,2021-08-23
3174071002,JAKARTA SELATAN,KEBAYORAN BARU,GUNUNG,9436,3430,6006,4018,10024,2021-08-23
3171031005,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,19199,7407,11792,6796,18588,2021-08-23
3171021004,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,16650,5497,11153,6825,17978,2021-08-23
3175081004,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,28363,8267,20096,14939,35035,2021-08-23
3171031003,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,22557,8807,13750,7132,20882,2021-08-23
3174091001,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,62389,22414,39975,24079,64054,2021-08-23
3175021007,JAKARTA TIMUR,PULO GADUNG,JATI,32757,12626,20131,11302,31433,2021-08-23
3174041002,JAKARTA SELATAN,PASAR MINGGU,JATI PADANG,37502,14297,23205,13690,36895,2021-08-23
3173071004,JAKARTA BARAT,PALMERAH,JATI PULO,28738,10612,18126,8950,27076,2021-08-23
3175061001,JAKARTA TIMUR,CAKUNG,JATINEGARA,84160,33406,50754,23563,74317,2021-08-23
3175021004,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,24632,8753,15879,7346,23225,2021-08-23
3173021004,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,30266,11243,19023,11684,30707,2021-08-23
3173021006,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,38246,14240,24006,14209,38215,2021-08-23
3173041006,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,29314,12870,16444,7436,23880,2021-08-23
3173041008,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,21021,8491,12530,6153,18683,2021-08-23
3173081005,JAKARTA BARAT,KEMBANGAN,JOGLO,40839,15842,24997,13117,38114,2021-08-23
3171081001,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,37488,12725,24763,13599,38362,2021-08-23
3173041002,JAKARTA BARAT,TAMBORA,KALI ANYAR,23856,8553,15303,6512,21815,2021-08-23
3172041004,JAKARTA UTARA,CILINCING,KALIBARU,67684,29152,38532,18050,56582,2021-08-23
3174081002,JAKARTA SELATAN,PANCORAN,KALIBATA,41994,17806,24188,12147,36335,2021-08-23
3173061001,JAKARTA BARAT,KALI DERES,KALIDERES,72447,27584,44863,24043,68906,2021-08-23
3175051004,JAKARTA TIMUR,PASAR REBO,KALISARI,43212,15794,27418,15375,42793,2021-08-23
3173061004,JAKARTA BARAT,KALI DERES,KAMAL,53783,21141,32642,13109,45751,2021-08-23
3172011002,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,12930,3783,9147,6066,15213,2021-08-23
3171071007,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,11358,4939,6419,3355,9774,2021-08-23
3175031001,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,25717,10973,14744,6960,21704,2021-08-23
3171081002,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,21237,6117,15120,7604,22724,2021-08-23
3175041002,JAKARTA TIMUR,KRAMAT JATI,KAMPUNG TENGAH,43993,19103,24890,11593,36483,2021-08-23
3173011005,JAKARTA BARAT,CENGKARENG,KAPUK,134466,55349,79117,35134,114251,2021-08-23
3172011003,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,35781,11937,23844,15451,39295,2021-08-23
3171021002,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,25761,9093,16668,8656,25324,2021-08-23
3174021004,JAKARTA SELATAN,SETIA BUDI,KARET,9623,3750,5873,3414,9287,2021-08-23
3174021003,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,16055,5541,10514,6396,16910,2021-08-23
3174021002,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,2770,970,1800,1288,3088,2021-08-23
3171071003,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,19271,7407,11864,6211,18075,2021-08-23
3171021003,JAKARTA PUSAT,SAWAH BESAR,KARTINI,22292,8145,14147,8249,22396,2021-08-23
3175011003,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,25284,10496,14788,7262,22050,2021-08-23
3175021006,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,40696,14715,25981,15606,41587,2021-08-23
3173031006,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,17387,6252,11135,6277,17412,2021-08-23
3174041007,JAKARTA SELATAN,PASAR MINGGU,KEBAGUSAN,44552,17588,26964,14634,41598,2021-08-23
3174051006,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,41212,15227,25985,14687,40672,2021-08-23
3174051001,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,42422,17013,25409,12828,38237,2021-08-23
3174011004,JAKARTA SELATAN,TEBET,KEBON BARU,35165,13472,21693,11775,33468,2021-08-23
3172021005,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,50952,19310,31642,17525,49167,2021-08-23
3173051001,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,53887,21948,31939,16091,48030,2021-08-23
3171071006,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,21531,9857,11674,5938,17612,2021-08-23
3171011005,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,10163,3764,6399,3589,9988,2021-08-23
3171031002,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,30019,11776,18243,9905,28148,2021-08-23
3175011005,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,16490,6183,10307,5902,16209,2021-08-23
3171071005,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,32206,15547,16659,7989,24648,2021-08-23
3175081003,JAKARTA TIMUR,MAKASAR,KEBON PALA,46614,17577,29037,14797,43834,2021-08-23
3171061005,JAKARTA PUSAT,MENTENG,KEBON SIRIH,12299,5183,7116,3730,10846,2021-08-23
3173011004,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,32612,11303,21309,11570,32879,2021-08-23
3173051007,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,32165,11856,20309,10314,30623,2021-08-23
3173051006,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,45740,15812,29928,16161,46089,2021-08-23
3173051004,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,23565,9239,14326,7091,21417,2021-08-23
3175091003,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,46875,16354,30521,16260,46781,2021-08-23
3172061003,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,35717,11863,23854,16433,40287,2021-08-23
3172061001,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,33592,10340,23252,15742,38994,2021-08-23
3173071005,JAKARTA BARAT,PALMERAH,KEMANGGISAN,32139,12258,19881,10546,30427,2021-08-23
3171031001,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,20708,7649,13059,7212,20271,2021-08-23
3173081006,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,27130,10249,16881,10033,26914,2021-08-23
3173081001,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,54451,20674,33777,17444,51221,2021-08-23
3171041002,JAKARTA PUSAT,SENEN,KENARI,9579,3536,6043,3193,9236,2021-08-23
3173041005,JAKARTA BARAT,TAMBORA,KERENDANG,19973,7380,12593,6688,19281,2021-08-23
3175071003,JAKARTA TIMUR,DUREN SAWIT,KLENDER,69978,29873,40105,18453,58558,2021-08-23
3172031001,JAKARTA UTARA,KOJA,KOJA,28175,11172,17003,9545,26548,2021-08-23
3173071006,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,21158,8268,12890,6168,19058,2021-08-23
3173071003,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,24995,9981,15014,7375,22389,2021-08-23
3171041004,JAKARTA PUSAT,SENEN,KRAMAT,28835,11947,16888,8005,24893,2021-08-23
3175041001,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,34144,13274,20870,10023,30893,2021-08-23
3174071003,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,14413,5191,9222,5413,14635,2021-08-23
3173031002,JAKARTA BARAT,TAMAN SARI,KRUKUT,19244,7135,12109,5828,17937,2021-08-23
3174031005,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,12785,4605,8180,4735,12915,2021-08-23
3174021008,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,6008,2220,3788,2377,6165,2021-08-23
3171041005,JAKARTA PUSAT,SENEN,KWITANG,15486,5892,9594,5058,14652,2021-08-23
3172031003,JAKARTA UTARA,KOJA,LAGOA,59065,24051,35014,18424,53438,2021-08-23
3174061002,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,37626,14717,22909,13645,36554,2021-08-23
3174091004,JAKARTA SELATAN,JAGAKARSA,LENTENG AGUNG,53946,21157,32789,17081,49870,2021-08-23
3175101007,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,63547,22518,41029,22427,63456,2021-08-23
3175081001,JAKARTA TIMUR,MAKASAR,MAKASAR,34390,12721,21669,11817,33486,2021-08-23
3175071006,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,30927,11940,18987,11649,30636,2021-08-23
3175071005,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,27530,10303,17227,10570,27797,2021-08-23
3174031001,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,18159,6822,11337,6705,18042,2021-08-23
3173031005,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,7707,2504,5203,3258,8461,2021-08-23
3171021005,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,27442,10166,17276,9683,26959,2021-08-23
3174011007,JAKARTA SELATAN,TEBET,MANGGARAI,28373,10063,18310,9334,27644,2021-08-23
3174011006,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,23075,8412,14663,8367,23030,2021-08-23
3173031003,JAKARTA BARAT,TAMAN SARI,MAPHAR,16461,6146,10315,6144,16459,2021-08-23
3172041003,JAKARTA UTARA,CILINCING,MARUNDA,28943,10667,18276,7854,26130,2021-08-23
3174071001,JAKARTA SELATAN,KEBAYORAN BARU,MELAWAI,2627,920,1707,1285,2992,2021-08-23
3171061001,JAKARTA PUSAT,MENTENG,MENTENG,25624,10338,15286,8172,23458,2021-08-23
3174021005,JAKARTA SELATAN,SETIA BUDI,MENTENG ATAS,27816,9919,17897,9921,27818,2021-08-23
3174011003,JAKARTA SELATAN,TEBET,MENTENG DALAM,36028,13710,22318,12379,34697,2021-08-23
3173081003,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,32130,12245,19885,10310,30195,2021-08-23
3173081002,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,43752,16793,26959,15313,42272,2021-08-23
3175101004,JAKARTA TIMUR,CIPAYUNG,MUNJUL,23871,8452,15419,8000,23419,2021-08-23
3172051002,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,74240,29458,44782,23260,68042,2021-08-23
3172051001,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,37736,12601,25135,15125,40260,2021-08-23
3175011004,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,19769,8011,11758,6207,17965,2021-08-23
3173071001,JAKARTA BARAT,PALMERAH,PALMERAH,63011,24547,38464,19412,57876,2021-08-23
3174081001,JAKARTA SELATAN,PANCORAN,PANCORAN,19421,7432,11989,6812,18801,2021-08-23
3172021003,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,39097,13906,25191,13656,38847,2021-08-23
3171021001,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,12035,3922,8113,5057,13170,2021-08-23
3174021006,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,26752,10171,16581,9438,26019,2021-08-23
3174041001,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,24821,9377,15444,9321,24765,2021-08-23
3171041003,JAKARTA PUSAT,SENEN,PASEBAN,23533,9257,14276,7577,21853,2021-08-23
3173061005,JAKARTA BARAT,KALI DERES,PEGADUNGAN,75587,26760,48827,25751,74578,2021-08-23
3171061002,JAKARTA PUSAT,MENTENG,PEGANGSAAN,23455,9621,13834,6781,20615,2021-08-23
3172061002,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,49976,15299,34677,22249,56926,2021-08-23
3172011004,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,74578,27818,46760,27805,74565,2021-08-23
3174041006,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,37346,14564,22782,13459,36241,2021-08-23
3174041005,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,57656,23312,34344,17505,51849,2021-08-23
3175051005,JAKARTA TIMUR,PASAR REBO,PEKAYON,43250,15612,27638,15072,42710,2021-08-23
3173041009,JAKARTA BARAT,TAMBORA,PEKOJAN,23587,8207,15380,8529,23909,2021-08-23
3174031003,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,43522,16207,27315,16408,43723,2021-08-23
3174081005,JAKARTA SELATAN,PANCORAN,PENGADEGAN,21478,7438,14040,7339,21379,2021-08-23
3175061003,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,99255,42628,56627,26159,82786,2021-08-23
3172011001,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,88308,36895,51413,24911,76324,2021-08-23
3174101001,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,27545,9688,17857,10382,28239,2021-08-23
3171071004,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,33271,15943,17328,7936,25264,2021-08-23
3174071008,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,11499,4409,7090,4408,11498,2021-08-23
3171011004,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,14692,5644,9048,5286,14334,2021-08-23
3171011003,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,17458,6565,10893,5512,16405,2021-08-23
3174101004,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,37187,14060,23127,12838,35965,2021-08-23
3174101003,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,53716,21542,32174,17948,50122,2021-08-23
3175081002,JAKARTA TIMUR,MAKASAR,PINANG RANTI,27198,10531,16667,9360,26027,2021-08-23
3173031008,JAKARTA BARAT,TAMAN SARI,PINANGSIA,10729,3660,7069,4151,11220,2021-08-23
3175011001,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,31776,12985,18791,8767,27558,2021-08-23
3175021002,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,41011,15043,25968,13027,38995,2021-08-23
3172011005,JAKARTA UTARA,PENJARINGAN,PLUIT,47783,17284,30499,20795,51294,2021-08-23
3175071002,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,61550,25533,36017,18692,54709,2021-08-23
3175071004,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,72015,27549,44466,23174,67640,2021-08-23
3175071007,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,35367,15424,19943,9928,29871,2021-08-23
3174061003,JAKARTA SELATAN,CILANDAK,PONDOK LABU,46464,16612,29852,18842,48694,2021-08-23
3174051002,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,56169,21463,34706,20571,55277,2021-08-23
3175101003,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,25574,9375,16199,8329,24528,2021-08-23
3101011003,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU HARAPAN,2060,354,1706,974,2680,2021-08-23
3101011002,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU KELAPA,5528,957,4571,2387,6958,2021-08-23
3101011001,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU PANGGANG,5450,916,4534,2017,6551,2021-08-23
3101021003,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU PARI,2765,333,2432,1352,3784,2021-08-23
3101021002,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU TIDUNG,4553,675,3878,2565,6443,2021-08-23
3101021001,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU UNTUNG JAWA,1941,335,1606,835,2441,2021-08-23
3174071007,JAKARTA SELATAN,KEBAYORAN BARU,PULO,5835,2036,3799,2667,6466,2021-08-23
3175021001,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,34422,13470,20952,11064,32016,2021-08-23
3175061005,JAKARTA TIMUR,CAKUNG,PULO GEBANG,97301,39027,58274,28986,87260,2021-08-23
3174041004,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,39616,14378,25238,14977,40215,2021-08-23
3175091005,JAKARTA TIMUR,CIRACAS,RAMBUTAN,36771,15857,20914,10683,31597,2021-08-23
3172031006,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,42179,17848,24331,12252,36583,2021-08-23
3172031004,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,34408,14189,20219,10923,31142,2021-08-23
3174071005,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,5625,1955,3670,2429,6099,2021-08-23
3173011003,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,63799,24999,38800,18143,56943,2021-08-23
3175031004,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,21434,8925,12509,6377,18886,2021-08-23
3174081003,JAKARTA SELATAN,PANCORAN,RAWA JATI,20509,7700,12809,7224,20033,2021-08-23
3175061002,JAKARTA TIMUR,CAKUNG,RAWA TERATE,24637,8714,15923,7528,23451,2021-08-23
3175021005,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,37612,14727,22885,12664,35549,2021-08-23
3171051003,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,21967,8552,13415,7783,21198,2021-08-23
3173041010,JAKARTA BARAT,TAMBORA,ROA MALAKA,3484,1080,2404,1532,3936,2021-08-23
3172041006,JAKARTA UTARA,CILINCING,ROROTAN,41668,15102,26566,13482,40048,2021-08-23
3174071004,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,2842,1009,1833,1342,3175,2021-08-23
3173061002,JAKARTA BARAT,KALI DERES,SEMANAN,71354,28120,43234,18041,61275,2021-08-23
3172041007,JAKARTA UTARA,CILINCING,SEMPER BARAT,68587,24256,44331,24591,68922,2021-08-23
3172041005,JAKARTA UTARA,CILINCING,SEMPER TIMUR,36267,13384,22883,12070,34953,2021-08-23
3174071006,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,2771,1176,1595,1032,2627,2021-08-23
3171041001,JAKARTA PUSAT,SENEN,SENEN,6804,2457,4347,2547,6894,2021-08-23
3171031004,JAKARTA PUSAT,KEMAYORAN,SERDANG,29668,11341,18327,9680,28007,2021-08-23
3174021001,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,3023,1155,1868,1179,3047,2021-08-23
3175101005,JAKARTA TIMUR,CIPAYUNG,SETU,20572,8105,12467,5879,18346,2021-08-23
3173071002,JAKARTA BARAT,PALMERAH,SLIPI,16591,6062,10529,5956,16485,2021-08-23
3173081004,JAKARTA BARAT,KEMBANGAN,SRENGSENG,45523,18379,27144,14158,41302,2021-08-23
3174091002,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,58196,19382,38814,22944,61758,2021-08-23
3173051003,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,37033,15180,21853,9704,31557,2021-08-23
3173051002,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,38290,16622,21668,10020,31688,2021-08-23
3172041002,JAKARTA UTARA,CILINCING,SUKAPURA,53949,21085,32864,17947,50811,2021-08-23
3171031007,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,22717,8865,13852,7850,21702,2021-08-23
3172021004,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,29876,11151,18725,10218,28943,2021-08-23
3172021006,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,71805,23705,48100,29907,78007,2021-08-23
3172021002,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,63031,21457,41574,24495,66069,2021-08-23
3175091004,JAKARTA TIMUR,CIRACAS,SUSUKAN,38257,13544,24713,12591,37304,2021-08-23
3173031001,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,14348,5300,9048,5571,14619,2021-08-23
3173041001,JAKARTA BARAT,TAMBORA,TAMBORA,10204,3913,6291,3208,9499,2021-08-23
3173041004,JAKARTA BARAT,TAMBORA,TANAH SEREAL,26387,8599,17788,8883,26671,2021-08-23
3171081004,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,37693,12249,25444,12663,38107,2021-08-23
3173031004,JAKARTA BARAT,TAMAN SARI,TANGKI,13324,4911,8413,4965,13378,2021-08-23
3174091005,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,39770,14653,25117,13285,38402,2021-08-23
3173021005,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,25337,9267,16070,9501,25571,2021-08-23
3173021002,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,17010,5922,11088,6607,17695,2021-08-23
3172021001,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,34588,12257,22331,11150,33481,2021-08-23
3174011002,JAKARTA SELATAN,TEBET,TEBET BARAT,21194,7347,13847,8548,22395,2021-08-23
3174011001,JAKARTA SELATAN,TEBET,TEBET TIMUR,18199,6321,11878,7397,19275,2021-08-23
3173061003,JAKARTA BARAT,KALI DERES,TEGAL ALUR,83647,31420,52227,22967,75194,2021-08-23
3174031004,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,32401,12994,19407,10194,29601,2021-08-23
3173021003,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,29605,10806,18799,11580,30379,2021-08-23
3172031005,JAKARTA UTARA,KOJA,TUGU SELATAN,39122,16031,23091,11996,35087,2021-08-23
3172031002,JAKARTA UTARA,KOJA,TUGU UTARA,67670,28151,39519,21136,60655,2021-08-23
3175061006,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,29934,10612,19322,10177,29499,2021-08-23
3174101005,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,40544,16653,23891,12403,36294,2021-08-23
3175011006,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,33511,12512,20999,11307,32306,2021-08-23
3175011002,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,28169,11373,16796,8785,25581,2021-08-23
3171031008,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,29208,11547,17661,8767,26428,2021-08-23
3172021007,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,44401,16508,27893,14851,42744,2021-08-23
3173021007,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,38934,15076,23858,13326,37184,2021-08-23
3172051003,JAKARTA UTARA,PADEMANGAN,ANCOL,23947,9465,14482,7877,22359,2021-08-24
3173041007,JAKARTA BARAT,TAMBORA,ANGKE,29381,10680,18701,9271,27972,2021-08-24
3175041005,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,29074,13063,16011,6509,22520,2021-08-24
3175031003,JAKARTA TIMUR,JATINEGARA,BALI MESTER,9752,3853,5899,3215,9114,2021-08-24
